CODE,CATEGORY
61392000000,RX_ACE
24236000000,RX_THIAZIDE
536496101,RX_LOOP_DIURETIC
70518000000,
16571000000,RX_ACE
555064305,RX_LOOP_DIURETIC
247163730,RX_BBLOCKER
186109035,RX_ACE
68071000000,RX_THIAZIDE
61786000000,RX_ACE
67296000000,RX_BBLOCKER
65862000000,RX_ACE
67228000000,RX_BBLOCKER
55289000000,RX_BBLOCKER
68180000000,RX_BBLOCKER
904507460,RX_THIAZIDE
55887000000,RX_BBLOCKER
65862000000,RX_THIAZIDE
677159410,RX_BBLOCKER
904135061,RX_ACE
904208961,RX_NITRATES
55887000000,RX_BBLOCKER
54868000000,RX_THIAZIDE
68259000000,RX_ACE
12634000000,RX_BBLOCKER
12634000000,RX_THIAZIDE
12634000000,RX_ACE
50268000000,RX_BBLOCKER
68788000000,RX_LOOP_DIURETIC
68789000000,RX_ACE
54868000000,RX_BBLOCKER
65862000000,RX_ACE
78044705,RX_THIAZIDE
247087901,RX_THIAZIDE
63629000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
723515610,RX_ACE
55648000000,RX_NITRATES
63630000000,
49999000000,RX_THIAZIDE
59746000000,RX_BBLOCKER
63187000000,RX_BBLOCKER
904782160,RX_BBLOCKER
781524101,RX_BBLOCKER
43353000000,RX_NITRATES
63323000000,RX_THIAZIDE
93721701,RX_THIAZIDE
378021610,RX_THIAZIDE
70518000000,RX_ACE
48695000000,RX_BBLOCKER
50090000000,
67228000000,
58016000000,
55289000000,RX_DIGOXIN
58016000000,RX_ACE
53808000000,RX_NITRATES
53808000000,RX_NITRATES
71205000000,RX_ACE
51407000000,RX_NITRATES
70934000000,RX_DIGOXIN
72888000000,
378911201,RX_NITRATES
6072068,RX_THIAZIDE
6361932,RX_THIAZIDE
18527000000,RX_BBLOCKER
57297000000,
55111000000,RX_LOOP_DIURETIC
71335000000,RX_LOOP_DIURETIC
185517401,RX_ACE
71335000000,RX_LOOP_DIURETIC
68259000000,RX_BBLOCKER
68071000000,RX_DIGOXIN
33261000000,RX_THIAZIDE
58016000000,RX_LOOP_DIURETIC
480010201,RX_BBLOCKER
47679000000,RX_ACE
63629000000,
43199000000,RX_ACE
603472516,RX_BBLOCKER
33358000000,RX_BBLOCKER
55648000000,RX_ACE
55648000000,RX_BBLOCKER
63739000000,RX_THIAZIDE
53487000000,RX_BBLOCKER
62175000000,RX_ACE
63187000000,RX_LOOP_DIURETIC
59746000000,
677097601,
55953000000,RX_NITRATES
65862000000,RX_THIAZIDE
26053000000,RX_ACE
378015001,RX_ACE
13411000000,RX_THIAZIDE
16590000000,RX_BBLOCKER
58016000000,
60760000000,RX_ACE
65243000000,RX_LOOP_DIURETIC
69189000000,RX_BBLOCKER
23615401,RX_BBLOCKER
50090000000,RX_LOOP_DIURETIC
16714000000,RX_BBLOCKER
50437000000,RX_ACE
31722000000,RX_BBLOCKER
51407000000,RX_BBLOCKER
67544000000,
61392000000,RX_ACE
52125000000,RX_THIAZIDE
68180000000,RX_THIAZIDE
59148000000,RX_BBLOCKER
63187000000,RX_ACE
54570000000,
68462000000,RX_BBLOCKER
339565712,RX_NITRATES
65162000000,RX_BBLOCKER
93500556,RX_ACE
55289000000,RX_LOOP_DIURETIC
60429000000,RX_ACE
603255521,RX_LOOP_DIURETIC
67544000000,RX_BBLOCKER
17224000000,RX_BBLOCKER
796108510,RX_BBLOCKER
781594910,RX_BBLOCKER
55700000000,
69292000000,
71205000000,RX_THIAZIDE
68788000000,RX_BBLOCKER
60687000000,
480722298,
60505000000,RX_THIAZIDE
60429000000,RX_LOOP_DIURETIC
60505000000,RX_NITRATES
71335000000,RX_BBLOCKER
66267000000,RX_ACE
65084000000,RX_BBLOCKER
536430901,RX_BBLOCKER
536431401,RX_ACE
756019090,RX_THIAZIDE
50090000000,RX_THIAZIDE
54869000000,RX_ACE
60346000000,
67046000000,
68789000000,RX_BBLOCKER
50436000000,RX_THIAZIDE
16590000000,RX_LOOP_DIURETIC
43353000000,RX_THIAZIDE
60491000000,RX_ACE
7337359,RX_BBLOCKER
7413920,RX_BBLOCKER
179190771,RX_ACE
51014000000,RX_BBLOCKER
228265811,RX_BBLOCKER
67877000000,RX_ACE
71335000000,RX_THIAZIDE
93737201,RX_THIAZIDE
13411000000,RX_BBLOCKER
24236000000,
58118000000,RX_ACE
16714000000,RX_BBLOCKER
60760000000,RX_ACE
53746000000,RX_THIAZIDE
53746000000,RX_THIAZIDE
71335000000,RX_BBLOCKER
71335000000,RX_THIAZIDE
39006011,RX_THIAZIDE
62540000000,RX_BBLOCKER
68084000000,RX_BBLOCKER
58016000000,RX_LOOP_DIURETIC
60505000000,
66336000000,RX_BBLOCKER
68382000000,RX_LOOP_DIURETIC
29300000000,RX_ACE
904392180,RX_BBLOCKER
58016000000,RX_LOOP_DIURETIC
247050020,RX_THIAZIDE
68071000000,RX_THIAZIDE
179113260,RX_ACE
12634000000,RX_LOOP_DIURETIC
12634000000,RX_THIAZIDE
69292000000,RX_ACE
10544000000,RX_THIAZIDE
247209015,RX_THIAZIDE
52446000000,RX_ACE
71335000000,RX_DIGOXIN
70518000000,RX_BBLOCKER
478546510,RX_LOOP_DIURETIC
60429000000,RX_THIAZIDE
11311000000,RX_BBLOCKER
173034744,RX_THIAZIDE
43063000000,RX_ACE
76282000000,RX_ACE
54441000000,RX_ACE
51285000000,
70786000000,RX_BBLOCKER
490712844,RX_NITRATES
15955000000,RX_LOOP_DIURETIC
68789000000,RX_THIAZIDE
55648000000,
66116000000,RX_BBLOCKER
615456653,RX_THIAZIDE
68966000000,RX_ACE
310013012,RX_BBLOCKER
68115000000,RX_ACE
51079000000,RX_THIAZIDE
52125000000,RX_ACE
61392000000,
62318000000,
62332000000,RX_BBLOCKER
536457601,RX_THIAZIDE
51655000000,RX_ACE
58016000000,RX_BBLOCKER
60760000000,RX_ACE
68084000000,RX_THIAZIDE
60168000000,RX_BBLOCKER
65862000000,RX_BBLOCKER
66267000000,RX_THIAZIDE
68462000000,
717011410,RX_ACE
61392000000,RX_THIAZIDE
54868000000,RX_ACE
54868000000,RX_LOOP_DIURETIC
13107000000,RX_THIAZIDE
68789000000,RX_ACE
58016000000,RX_BBLOCKER
11695000000,RX_THIAZIDE
35356000000,RX_ACE
55370000000,RX_BBLOCKER
55289000000,RX_BBLOCKER
71205000000,RX_THIAZIDE
615153510,RX_THIAZIDE
63629000000,RX_BBLOCKER
63630000000,RX_ACE
63874000000,RX_THIAZIDE
314010501,RX_THIAZIDE
54868000000,RX_BBLOCKER
11146000000,RX_ACE
16729000000,RX_ACE
43063000000,RX_BBLOCKER
66267000000,RX_ACE
13411000000,RX_THIAZIDE
24979000000,RX_BBLOCKER
66267000000,RX_DIGOXIN
58056000000,RX_LOOP_DIURETIC
63629000000,RX_ACE
615764131,
83004708,RX_BBLOCKER
52474000000,RX_LOOP_DIURETIC
49999000000,RX_ACE
68001000000,RX_LOOP_DIURETIC
68071000000,RX_NITRATES
7414220,RX_BBLOCKER
3020750,RX_THIAZIDE
70518000000,
591034830,RX_NITRATES
53747000000,RX_BBLOCKER
50437000000,RX_BBLOCKER
16714000000,RX_THIAZIDE
53217000000,RX_THIAZIDE
68084000000,RX_THIAZIDE
70518000000,RX_THIAZIDE
58016000000,RX_BBLOCKER
12634000000,RX_THIAZIDE
69097000000,RX_BBLOCKER
43353000000,RX_THIAZIDE
55155000000,RX_ACE
43063000000,RX_BBLOCKER
55370000000,RX_BBLOCKER
13580455,RX_BBLOCKER
185531330,RX_THIAZIDE
63874000000,
781166934,RX_BBLOCKER
55289000000,RX_BBLOCKER
68789000000,RX_BBLOCKER
70518000000,RX_ACE
51138000000,RX_LOOP_DIURETIC
63187000000,RX_BBLOCKER
73262000000,RX_BBLOCKER
60429000000,RX_ACE
615355205,RX_BBLOCKER
615454163,RX_BBLOCKER
58016000000,RX_THIAZIDE
63629000000,RX_BBLOCKER
57866000000,RX_ACE
57867000000,RX_ACE
68788000000,RX_LOOP_DIURETIC
16590000000,RX_THIAZIDE
53489000000,RX_ACE
615768839,RX_BBLOCKER
52474000000,
43353000000,
904788160,RX_BBLOCKER
64679000000,RX_THIAZIDE
68071000000,RX_NITRATES
58016000000,RX_LOOP_DIURETIC
60491000000,RX_BBLOCKER
51079000000,RX_BBLOCKER
58016000000,RX_THIAZIDE
182051401,RX_ACE
46708000000,RX_THIAZIDE
68084000000,RX_THIAZIDE
51660000000,RX_LOOP_DIURETIC
45865000000,RX_ACE
904018361,RX_THIAZIDE
68084000000,RX_THIAZIDE
63874000000,RX_BBLOCKER
67544000000,RX_BBLOCKER
172419885,RX_BBLOCKER
71335000000,RX_NITRATES
58016000000,RX_BBLOCKER
58016000000,
58016000000,RX_LOOP_DIURETIC
33261000000,RX_BBLOCKER
54523000000,RX_ACE
10019000000,RX_LOOP_DIURETIC
55887000000,RX_ACE
17224000000,RX_BBLOCKER
603421221,RX_THIAZIDE
832054011,RX_THIAZIDE
54868000000,RX_ACE
172535070,RX_LOOP_DIURETIC
60505000000,RX_BBLOCKER
58864000000,RX_NITRATES
43063000000,RX_THIAZIDE
61919000000,RX_ACE
814644528,RX_ACE
814644814,RX_NITRATES
43063000000,RX_ACE
55048000000,RX_THIAZIDE
57297000000,RX_ACE
43975000000,RX_BBLOCKER
677062510,RX_THIAZIDE
49999000000,RX_ACE
64679000000,RX_ACE
50090000000,RX_ACE
51079000000,RX_LOOP_DIURETIC
7414120,RX_ACE
58016000000,RX_LOOP_DIURETIC
58016000000,RX_ACE
13668000000,RX_ACE
12634000000,RX_ACE
51129000000,RX_BBLOCKER
51129000000,RX_BBLOCKER
50436000000,RX_BBLOCKER
68669000000,
68382000000,RX_BBLOCKER
67544000000,RX_BBLOCKER
66336000000,
53261000000,RX_THIAZIDE
68180000000,RX_THIAZIDE
29300000000,RX_NITRATES
6355703,RX_BBLOCKER
61392000000,RX_ACE
51316000000,RX_THIAZIDE
63630000000,RX_LOOP_DIURETIC
66105000000,RX_THIAZIDE
58016000000,RX_LOOP_DIURETIC
58016000000,RX_NITRATES
58016000000,RX_BBLOCKER
54458000000,RX_THIAZIDE
30727000000,RX_BBLOCKER
35356000000,RX_NITRATES
54570000000,RX_DIGOXIN
17228000000,RX_BBLOCKER
615135805,
70518000000,RX_LOOP_DIURETIC
57237000000,
51129000000,RX_BBLOCKER
63187000000,
24236000000,RX_ACE
60429000000,RX_BBLOCKER
53002000000,RX_ACE
536391510,RX_ACE
16729000000,RX_ACE
591375905,RX_BBLOCKER
70786000000,RX_LOOP_DIURETIC
43353000000,RX_THIAZIDE
55155000000,RX_BBLOCKER
67046000000,RX_THIAZIDE
143987310,
57297000000,RX_ACE
71205000000,RX_BBLOCKER
68387000000,RX_NITRATES
67544000000,RX_LOOP_DIURETIC
63629000000,RX_ACE
68789000000,
179145401,RX_ACE
52959000000,RX_BBLOCKER
58016000000,RX_ACE
64980000000,
58016000000,RX_THIAZIDE
53979000000,
16252000000,RX_NITRATES
65243000000,RX_LOOP_DIURETIC
50716000000,RX_ACE
440555200,
68180000000,RX_ACE
50437000000,RX_BBLOCKER
52213000000,RX_BBLOCKER
71335000000,RX_BBLOCKER
58016000000,RX_ACE
58016000000,
70771000000,RX_BBLOCKER
63187000000,RX_THIAZIDE
182126717,RX_BBLOCKER
51129000000,
157037301,RX_THIAZIDE
53100000000,RX_BBLOCKER
54569000000,
54569000000,RX_ACE
12634000000,RX_THIAZIDE
65841000000,RX_BBLOCKER
67544000000,RX_ACE
781167310,RX_DIGOXIN
185064010,RX_ACE
70934000000,RX_ACE
58016000000,RX_NITRATES
54570000000,RX_THIAZIDE
781227364,RX_THIAZIDE
615051831,RX_BBLOCKER
68789000000,RX_THIAZIDE
50091000000,RX_THIAZIDE
68789000000,RX_ACE
49999000000,RX_ACE
60505000000,RX_THIAZIDE
63187000000,RX_BBLOCKER
24208000000,RX_ACE
55045000000,RX_ACE
54441000000,RX_BBLOCKER
47055932,RX_ACE
16729000000,RX_THIAZIDE
55289000000,RX_BBLOCKER
63629000000,RX_ACE
64455000000,
69844000000,RX_THIAZIDE
61919000000,RX_BBLOCKER
904679961,RX_BBLOCKER
50111000000,RX_ACE
53489000000,RX_ACE
66116000000,RX_NITRATES
12280000000,RX_BBLOCKER
677034650,RX_ACE
43353000000,RX_ACE
64679000000,RX_LOOP_DIURETIC
58016000000,RX_ACE
228235850,RX_BBLOCKER
68001000000,RX_THIAZIDE
66336000000,RX_LOOP_DIURETIC
349229022,RX_THIAZIDE
93000956,RX_ACE
71335000000,RX_BBLOCKER
53808000000,
53489000000,
58016000000,RX_BBLOCKER
65243000000,RX_NITRATES
52125000000,RX_NITRATES
70771000000,RX_THIAZIDE
55567000000,
62037000000,RX_THIAZIDE
70710000000,RX_NITRATES
58016000000,RX_ACE
55370000000,RX_ACE
55289000000,RX_BBLOCKER
65162000000,RX_ACE
55045000000,RX_ACE
185070401,RX_ACE
33261000000,
378135201,RX_BBLOCKER
68788000000,RX_ACE
81026035,RX_BBLOCKER
54868000000,RX_NITRATES
71335000000,
61392000000,RX_BBLOCKER
71335000000,RX_ACE
53164000000,RX_ACE
69367000000,RX_BBLOCKER
725209301,RX_BBLOCKER
839801106,RX_LOOP_DIURETIC
603519021,
71335000000,RX_BBLOCKER
60351000000,RX_ACE
71205000000,RX_BBLOCKER
53489000000,RX_LOOP_DIURETIC
52544000000,RX_THIAZIDE
49930000000,RX_DIGOXIN
894630003,
894633404,RX_ACE
57452000000,RX_ACE
591060505,RX_DIGOXIN
904579861,RX_LOOP_DIURETIC
64205000000,RX_ACE
61392000000,RX_BBLOCKER
50436000000,RX_NITRATES
51875000000,RX_NITRATES
52125000000,RX_THIAZIDE
59212000000,RX_BBLOCKER
62037000000,RX_THIAZIDE
69097000000,RX_BBLOCKER
68789000000,RX_NITRATES
781522180,RX_NITRATES
54569000000,RX_ACE
33261000000,RX_BBLOCKER
781227410,RX_ACE
54868000000,RX_BBLOCKER
310078095,
66267000000,RX_ACE
536424701,RX_BBLOCKER
13668000000,RX_BBLOCKER
603548332,RX_BBLOCKER
51129000000,RX_ACE
55648000000,RX_ACE
143978710,
61392000000,RX_ACE
55155000000,RX_THIAZIDE
16590000000,RX_NITRATES
13411000000,RX_LOOP_DIURETIC
11819000000,RX_NITRATES
43353000000,RX_BBLOCKER
64679000000,RX_BBLOCKER
67296000000,RX_LOOP_DIURETIC
68071000000,RX_LOOP_DIURETIC
60491000000,RX_THIAZIDE
65862000000,RX_NITRATES
93736856,RX_THIAZIDE
42806000000,RX_THIAZIDE
71335000000,RX_LOOP_DIURETIC
24236000000,RX_BBLOCKER
13668000000,RX_DIGOXIN
16252000000,RX_THIAZIDE
58016000000,RX_THIAZIDE
65243000000,RX_THIAZIDE
55045000000,RX_BBLOCKER
71335000000,RX_BBLOCKER
52189000000,
68382000000,
21695000000,RX_BBLOCKER
52555000000,RX_BBLOCKER
904510260,RX_BBLOCKER
591544404,
52584000000,RX_BBLOCKER
49884000000,RX_ACE
48866000000,RX_THIAZIDE
63187000000,RX_BBLOCKER
147019820,RX_THIAZIDE
65841000000,RX_ACE
71335000000,
839714116,RX_THIAZIDE
781181901,RX_ACE
71335000000,RX_THIAZIDE
17224000000,RX_ACE
68789000000,RX_BBLOCKER
36000000000,
46672000000,RX_ACE
60505000000,RX_BBLOCKER
63280606,RX_THIAZIDE
60505000000,RX_LOOP_DIURETIC
60505000000,RX_ACE
43547000000,RX_BBLOCKER
71335000000,RX_BBLOCKER
53217000000,RX_ACE
54092000000,RX_ACE
54869000000,RX_ACE
29300000000,RX_BBLOCKER
71335000000,RX_NITRATES
21695000000,RX_LOOP_DIURETIC
781122384,
60491000000,RX_NITRATES
50090000000,RX_ACE
68115000000,RX_ACE
65862000000,RX_BBLOCKER
61392000000,RX_THIAZIDE
70518000000,RX_ACE
51129000000,RX_BBLOCKER
51432000000,
52189000000,RX_NITRATES
42291000000,RX_BBLOCKER
50090000000,RX_BBLOCKER
68084000000,RX_BBLOCKER
904041160,RX_THIAZIDE
68462000000,RX_BBLOCKER
54868000000,RX_ACE
50090000000,RX_THIAZIDE
23491000000,RX_DIGOXIN
50090000000,
50091000000,RX_ACE
781166834,RX_BBLOCKER
17224000000,RX_ACE
17224000000,RX_BBLOCKER
17236000000,RX_LOOP_DIURETIC
585097585,RX_ACE
839648806,RX_THIAZIDE
51138000000,RX_ACE
51138000000,RX_LOOP_DIURETIC
62584000000,RX_ACE
49648000000,RX_THIAZIDE
55289000000,RX_BBLOCKER
58016000000,RX_ACE
43478000000,RX_BBLOCKER
68789000000,
143971501,RX_THIAZIDE
66267000000,RX_NITRATES
615802439,RX_BBLOCKER
71335000000,RX_ACE
58177000000,RX_LOOP_DIURETIC
68884000000,RX_BBLOCKER
43353000000,RX_BBLOCKER
43683000000,RX_THIAZIDE
405453803,RX_BBLOCKER
3028450,RX_ACE
58016000000,RX_BBLOCKER
71335000000,
71335000000,RX_ACE
63304000000,RX_THIAZIDE
440759585,RX_BBLOCKER
48582000000,RX_THIAZIDE
5321934,
52213000000,RX_ACE
23155000000,RX_ACE
55155000000,RX_THIAZIDE
71335000000,
55289000000,
66336000000,RX_THIAZIDE
51129000000,RX_BBLOCKER
31722000000,RX_DIGOXIN
70771000000,RX_ACE
51655000000,RX_BBLOCKER
61392000000,RX_BBLOCKER
51608000000,
490715583,
50090000000,RX_THIAZIDE
58016000000,RX_BBLOCKER
55111000000,RX_ACE
58016000000,RX_BBLOCKER
67544000000,RX_THIAZIDE
23491000000,
63629000000,RX_ACE
61392000000,RX_ACE
61786000000,RX_ACE
61786000000,
50268000000,RX_THIAZIDE
615157139,RX_THIAZIDE
54868000000,RX_THIAZIDE
35356000000,RX_THIAZIDE
172573170,RX_THIAZIDE
55289000000,RX_BBLOCKER
66267000000,RX_BBLOCKER
725004905,RX_BBLOCKER
54869000000,
72578000000,RX_ACE
58118000000,RX_NITRATES
43063000000,
555026705,RX_ACE
10135000000,RX_BBLOCKER
58016000000,
66267000000,RX_LOOP_DIURETIC
50436000000,RX_BBLOCKER
66105000000,RX_THIAZIDE
69677000000,RX_ACE
52959000000,RX_THIAZIDE
64679000000,RX_THIAZIDE
58118000000,RX_LOOP_DIURETIC
58016000000,RX_THIAZIDE
16252000000,RX_LOOP_DIURETIC
12071000000,
12280000000,
904603360,RX_BBLOCKER
50742000000,RX_LOOP_DIURETIC
349298101,RX_THIAZIDE
58016000000,RX_DIGOXIN
16714000000,RX_NITRATES
67544000000,RX_BBLOCKER
53808000000,RX_ACE
58016000000,RX_THIAZIDE
58016000000,RX_BBLOCKER
172392160,
69097000000,RX_THIAZIDE
53002000000,RX_NITRATES
490715591,RX_BBLOCKER
71610000000,RX_ACE
63304000000,
10544000000,RX_BBLOCKER
68789000000,RX_THIAZIDE
879011210,RX_ACE
14101155,RX_THIAZIDE
12634000000,RX_THIAZIDE
58016000000,RX_THIAZIDE
185021405,RX_BBLOCKER
185121760,RX_THIAZIDE
58016000000,RX_THIAZIDE
349202310,RX_THIAZIDE
839677712,RX_BBLOCKER
781252001,RX_THIAZIDE
35356000000,RX_ACE
33261000000,RX_ACE
85411003,RX_BBLOCKER
63630000000,RX_BBLOCKER
46708000000,RX_ACE
63165409,RX_THIAZIDE
60505000000,RX_ACE
59762000000,RX_NITRATES
68789000000,RX_THIAZIDE
405448401,
781524631,RX_THIAZIDE
115280203,RX_ACE
61392000000,RX_ACE
15548000000,RX_ACE
15955000000,RX_THIAZIDE
54869000000,RX_NITRATES
60346000000,RX_BBLOCKER
50090000000,
61392000000,RX_BBLOCKER
58016000000,
13668000000,RX_ACE
59930000000,RX_BBLOCKER
53978000000,RX_THIAZIDE
58016000000,RX_ACE
12280000000,RX_DIGOXIN
349803910,RX_LOOP_DIURETIC
50090000000,RX_ACE
50091000000,RX_LOOP_DIURETIC
58016000000,
68382000000,RX_DIGOXIN
39006006,RX_BBLOCKER
67544000000,RX_THIAZIDE
591555504,RX_BBLOCKER
51129000000,RX_ACE
63187000000,RX_ACE
24200000000,RX_DIGOXIN
71610000000,RX_ACE
85331030,RX_THIAZIDE
62037000000,RX_NITRATES
54569000000,RX_ACE
54868000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
58016000000,RX_LOOP_DIURETIC
74226711,RX_LOOP_DIURETIC
55700000000,RX_NITRATES
33261000000,RX_NITRATES
781181010,RX_THIAZIDE
781227701,RX_BBLOCKER
52446000000,RX_NITRATES
78056230,
51138000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
47679000000,RX_THIAZIDE
172535370,RX_THIAZIDE
47012324,RX_ACE
71022306,RX_ACE
72578000000,RX_ACE
47837000000,RX_LOOP_DIURETIC
61786000000,RX_ACE
66267000000,RX_THIAZIDE
63739000000,RX_LOOP_DIURETIC
677078601,RX_ACE
68071000000,
71205000000,
60491000000,RX_THIAZIDE
60491000000,RX_THIAZIDE
58118000000,RX_ACE
440768690,RX_ACE
58118000000,RX_BBLOCKER
50437000000,
16590000000,RX_BBLOCKER
49349000000,RX_ACE
68180000000,RX_THIAZIDE
43063000000,RX_LOOP_DIURETIC
71335000000,RX_BBLOCKER
8419201,RX_BBLOCKER
172422980,RX_BBLOCKER
52959000000,RX_NITRATES
68071000000,RX_BBLOCKER
54868000000,RX_THIAZIDE
55111000000,RX_THIAZIDE
54569000000,RX_LOOP_DIURETIC
68259000000,RX_ACE
61392000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
54570000000,RX_BBLOCKER
33261000000,RX_NITRATES
51813000000,RX_THIAZIDE
51138000000,RX_LOOP_DIURETIC
536346401,RX_ACE
247106500,RX_BBLOCKER
63629000000,
61919000000,RX_LOOP_DIURETIC
54869000000,RX_ACE
51285000000,
68789000000,RX_ACE
71205000000,RX_BBLOCKER
61392000000,RX_LOOP_DIURETIC
66105000000,RX_BBLOCKER
63629000000,
55982000000,
60491000000,RX_ACE
60491000000,RX_ACE
68789000000,RX_ACE
58016000000,RX_ACE
55700000000,RX_BBLOCKER
349231810,RX_ACE
10647000000,RX_BBLOCKER
60491000000,RX_THIAZIDE
55045000000,RX_THIAZIDE
58016000000,
70518000000,
66336000000,RX_ACE
58016000000,RX_BBLOCKER
52549000000,RX_ACE
52555000000,RX_ACE
66267000000,RX_BBLOCKER
70771000000,RX_BBLOCKER
719027412,RX_BBLOCKER
56126000000,RX_BBLOCKER
61392000000,RX_NITRATES
182115889,RX_LOOP_DIURETIC
247112130,RX_ACE
50090000000,RX_THIAZIDE
52959000000,RX_BBLOCKER
55289000000,RX_ACE
58016000000,RX_ACE
54570000000,RX_ACE
68259000000,RX_LOOP_DIURETIC
61392000000,RX_BBLOCKER
378300377,RX_LOOP_DIURETIC
49349000000,RX_BBLOCKER
172535060,RX_THIAZIDE
54868000000,RX_ACE
536394510,RX_ACE
13668000000,RX_LOOP_DIURETIC
58864000000,RX_ACE
47003024,
16729000000,RX_THIAZIDE
55289000000,RX_BBLOCKER
61919000000,RX_BBLOCKER
52605000000,RX_ACE
52605000000,RX_ACE
615806230,RX_ACE
24236000000,RX_LOOP_DIURETIC
66116000000,RX_ACE
147010610,RX_BBLOCKER
50436000000,RX_THIAZIDE
723128110,RX_LOOP_DIURETIC
52953000000,RX_THIAZIDE
43353000000,RX_ACE
43353000000,RX_ACE
63874000000,RX_BBLOCKER
68071000000,RX_DIGOXIN
781522905,RX_BBLOCKER
68001000000,RX_THIAZIDE
63874000000,RX_BBLOCKER
839637006,RX_BBLOCKER
50090000000,RX_ACE
51655000000,RX_ACE
591040733,RX_BBLOCKER
904564048,RX_BBLOCKER
46708000000,RX_BBLOCKER
54697000000,
58016000000,RX_THIAZIDE
68645000000,RX_THIAZIDE
62528000000,RX_BBLOCKER
50090000000,RX_ACE
67544000000,RX_BBLOCKER
52555000000,RX_ACE
68071000000,RX_BBLOCKER
53002000000,RX_BBLOCKER
12634000000,
53265000000,RX_BBLOCKER
49884000000,RX_ACE
50268000000,RX_ACE
55887000000,
54738000000,RX_LOOP_DIURETIC
55289000000,RX_THIAZIDE
17224000000,RX_BBLOCKER
17224000000,RX_ACE
254588038,RX_LOOP_DIURETIC
35356000000,
35470000000,RX_DIGOXIN
68259000000,
47781000000,RX_ACE
68789000000,RX_BBLOCKER
12634000000,RX_BBLOCKER
60505000000,RX_ACE
63629000000,RX_NITRATES
71088320,RX_THIAZIDE
43063000000,RX_THIAZIDE
61786000000,
904645061,RX_THIAZIDE
55648000000,RX_BBLOCKER
13411000000,RX_BBLOCKER
463605005,RX_ACE
52544000000,RX_ACE
67544000000,RX_BBLOCKER
49999000000,RX_ACE
63187000000,RX_BBLOCKER
49884000000,RX_BBLOCKER
52474000000,RX_ACE
43353000000,
49999000000,RX_ACE
50090000000,RX_THIAZIDE
55887000000,RX_ACE
24658000000,RX_BBLOCKER
71335000000,RX_LOOP_DIURETIC
58016000000,RX_THIAZIDE
55700000000,RX_ACE
53978000000,RX_BBLOCKER
58016000000,RX_BBLOCKER
6010687,RX_ACE
179005970,
68789000000,RX_BBLOCKER
41284000000,RX_NITRATES
71335000000,RX_THIAZIDE
68084000000,RX_BBLOCKER
52343000000,RX_ACE
67544000000,RX_BBLOCKER
67544000000,RX_DIGOXIN
68382000000,RX_ACE
70771000000,RX_ACE
50090000000,
55887000000,RX_ACE
24090000000,RX_ACE
490715597,RX_LOOP_DIURETIC
72266000000,RX_BBLOCKER
60429000000,RX_NITRATES
63629000000,RX_BBLOCKER
65162000000,RX_BBLOCKER
87277532,RX_NITRATES
68789000000,RX_ACE
68788000000,RX_ACE
68789000000,RX_BBLOCKER
49856000000,RX_ACE
60505000000,RX_ACE
223062902,RX_THIAZIDE
63629000000,RX_BBLOCKER
53002000000,RX_THIAZIDE
16729000000,RX_ACE
54868000000,RX_THIAZIDE
43063000000,RX_BBLOCKER
23490000000,RX_THIAZIDE
60351000000,RX_THIAZIDE
50090000000,RX_DIGOXIN
52544000000,RX_BBLOCKER
615650231,RX_ACE
28595000000,RX_THIAZIDE
721005301,RX_LOOP_DIURETIC
52474000000,RX_BBLOCKER
781532210,RX_BBLOCKER
68071000000,RX_BBLOCKER
51079000000,RX_BBLOCKER
228255496,RX_ACE
70518000000,RX_BBLOCKER
51655000000,RX_ACE
58016000000,RX_NITRATES
591040833,RX_BBLOCKER
349298100,RX_LOOP_DIURETIC
50090000000,RX_THIAZIDE
173337159,RX_ACE
68682000000,RX_BBLOCKER
364065402,RX_BBLOCKER
51875000000,RX_DIGOXIN
54569000000,RX_DIGOXIN
71335000000,RX_THIAZIDE
52817000000,RX_THIAZIDE
65841000000,RX_BBLOCKER
59772000000,RX_LOOP_DIURETIC
59773000000,
68789000000,RX_BBLOCKER
663430057,RX_THIAZIDE
69238000000,RX_THIAZIDE
93002801,RX_ACE
68151000000,RX_ACE
70934000000,RX_BBLOCKER
54570000000,RX_THIAZIDE
62332000000,RX_THIAZIDE
33261000000,RX_BBLOCKER
23491000000,RX_BBLOCKER
78055934,RX_ACE
60951000000,
61703000000,
53002000000,RX_LOOP_DIURETIC
54868000000,RX_THIAZIDE
615553005,RX_ACE
16590000000,RX_ACE
29220531,RX_BBLOCKER
43353000000,RX_LOOP_DIURETIC
68071000000,RX_BBLOCKER
68533000000,RX_BBLOCKER
58016000000,
71610000000,
63874000000,RX_NITRATES
70518000000,RX_BBLOCKER
10465000000,RX_BBLOCKER
16714000000,RX_BBLOCKER
41284000000,RX_THIAZIDE
67544000000,RX_NITRATES
71610000000,RX_ACE
55045000000,
53489000000,RX_DIGOXIN
53489000000,
364056802,RX_THIAZIDE
75027420,RX_ACE
68071000000,RX_ACE
63629000000,RX_LOOP_DIURETIC
179034750,RX_LOOP_DIURETIC
18090484,RX_ACE
33261000000,RX_LOOP_DIURETIC
63630000000,
